user_id,porcentaje_recomendacion,cantidad_gastada,cantidad_items
216712138,100.0,883.54,92.0
2222455,100.0,1445.8799999999999,131.0
22502250,100.0,877.56,77.0
225544,66.66666666666666,774.5,72.0
225555,100.0,195.89,17.0
2271531450,100.0,89.9,25.0
23012003,100.0,94.94,18.0
231091,100.0,2650.58,184.0
231321455,100.0,274.82,60.0
23184798,100.0,97.91,32.0
2323534545,71.42857142857143,1299.06,158.0
23434454365463446754546576e45646,100.0,756.4499999999999,99.0
2345254252312312,77.77777777777779,,
235269,100.0,1125.74,88.0
2364786499,100.0,609.52,49.0
23745736,100.0,418.79,74.0
2390746539217,100.0,360.86,23.0
23974656456,100.0,714.55,84.0
23Batman05,100.0,1337.1399999999999,145.0
24101738,100.0,59.99,34.0
24453,66.66666666666666,1105.5,74.0
2448531,100.0,387.62,80.0
24596,100.0,819.81,121.0
246823,100.0,265.85,25.0
247211,100.0,1469.75,154.0
2479742,100.0,1355.33,106.0
249758,100.0,3298.33,181.0
25050,100.0,905.35,99.0
25230405,100.0,989.39,98.0
2547887,0.0,,
2571,100.0,8266.07,690.0
25_Years_Since_Freddie,85.71428571428571,309.81,30.0
26070,100.0,475.72999999999996,36.0
2608739,100.0,24.98,5.0
2647891,100.0,39.97,8.0
27073108,50.0,1223.3899999999999,106.0
27601MCM,100.0,304.78,58.0
2768820078,80.0,1550.26,91.0
279519365,100.0,1103.28,127.0
28042005,100.0,,
2828838282,100.0,,
2891723967123,71.42857142857143,2023.6299999999999,160.0
29017637452801,100.0,496.54,86.0
2910463,33.33333333333333,,
291129112911291129112911,100.0,489.65,68.0
29123,80.0,239.86,18.0
29998000,100.0,264.83,46.0
2Chill,100.0,1194.06,122.0
2Degrees,100.0,1138.43,82.0
2EzRogueDH,100.0,99.96000000000001,12.0
2JZEEEEBABY,100.0,877.54,61.0
2Lethal,100.0,1282.07,117.0
2Ta4,66.66666666666666,3401.22,362.0
2ZESTY4ME,50.0,420.75,82.0
2d4nk4m3,50.0,697.36,160.0
2edgy4youboi,100.0,790.48,84.0
2ez2xl,100.0,726.49,79.0
2ez4medick,100.0,382.74,32.0
2ik4tf,100.0,165.86,22.0
2lstgun,100.0,237.84,31.0
2nerdssemvida,100.0,187.79,101.0
2pacisaliveincuba,100.0,3525.38,303.0
2red12,100.0,1778.95,151.0
2sBs,100.0,2482.37,219.0
2sd31,100.0,170.9,11.0
2slippy,66.66666666666666,,
2sneaky5u,100.0,3141.85,291.0
2spookis,100.0,1617.42,199.0
2spooky,83.33333333333334,3901.96,323.0
2v1meyoucheekyscrub,100.0,559.75,42.0
2xDelorean,100.0,439.7,55.0
30102002,100.0,167.32999999999998,33.0
3021Daniel,100.0,1371.23,105.0
3046123,100.0,848.6,70.0
314155156915923,100.0,248.76,36.0
31575,100.0,184.8,73.0
317733235,50.0,345.73,58.0
317984739321,100.0,945.42,75.0
3197,75.0,467.66999999999996,44.0
320RustPro,100.0,29.97,11.0
3214213216,100.0,224.19,107.0
326759263846544,50.0,1869.43,294.0
329838102,66.66666666666666,49.96,19.0
32bitmaximus,100.0,1115.29,79.0
33215469,100.0,,
33334scat,100.0,432.76,59.0
333hab,100.0,2440.2799999999997,234.0
33442,100.0,14.99,7.0
334756875,60.0,610.49,111.0
3423523425433425,100.0,1553.09,118.0
343221221,100.0,586.5,52.0
34324132,100.0,596.68,41.0
345675,100.0,2276.67,180.0
34573671264yi,100.0,639.56,92.0
350241,100.0,2261.0,184.0
3523436346,100.0,1243.23,99.0
35353534,100.0,281.82,29.0
3546873516354,66.66666666666666,,
35475,100.0,2223.22,161.0
3548548564856498484894,83.33333333333334,1821.87,149.0
3565Jason,100.0,179.91,22.0
360j1mmy,100.0,3989.48,314.0
36864,50.0,333.78,22.0
369231461278416,100.0,819.55,127.0
36_T,88.88888888888889,3382.5699999999997,259.0
373848099,100.0,798.53,99.0
37755753,80.0,1796.91,136.0
381644,100.0,962.29,84.0
38927497,100.0,8274.18,725.0
391204566,100.0,1316.41,89.0
3Ldota,100.0,29.98,6.0
3X5G3,100.0,,
3dster,100.0,1148.19,113.0
3eBpA,100.0,1049.23,140.0
3lAckCAt,100.0,866.36,114.0
3teGZ_Rorschach,100.0,1123.48,70.0
3th3,88.88888888888889,225.85,66.0
3xU,100.0,1463.19,146.0
3xotic26,100.0,1954.73,153.0
402553929,100.0,507.73,54.0
4043RROR,100.0,889.47,91.0
404ok4561687987879847,0.0,109.94,16.0
4123223232,100.0,,
416940127,33.33333333333333,,
41781029,100.0,367.67,51.0
4200769711,100.0,139.89,26.0
420BlazeItMLG,66.66666666666666,24.98,23.0
420Blz,100.0,2353.49,199.0
420BlzeIT,100.0,224.83,40.0
420Club,100.0,,
420DankMasterKush420,100.0,861.9,102.0
420NigelGaming420,83.33333333333334,324.77,48.0
420_Blaze_It_Fgt,100.0,0.0,18.0
420cheekycunt,0.0,89.92999999999999,14.0
420fedora,90.0,1029.26,92.0
420slender,100.0,322.78999999999996,32.0
42241,100.0,,
4234213234124,100.0,59.95,20.0
42456,100.0,45.94,9.0
42654264,100.0,207.94,24.0
4301945,100.0,63.93,13.0
4321louis,100.0,535.01,70.0
4324434,100.0,110.9,19.0
434238948,100.0,239.82999999999998,80.0
434546464,100.0,902.55,76.0
43643532,100.0,,
44196,75.0,1884.53,140.0
44290,100.0,195.87,34.0
4432XABLAU,75.0,1572.37,204.0
44579,100.0,390.81,47.0
45236243663663643636,0.0,684.63,45.0
4545451111,100.0,84.97,38.0
4545648,100.0,24.97,8.0
45514551,100.0,456.71999999999997,70.0
45544554455445,100.0,922.38,91.0
4563453467436754656677,100.0,107.96000000000001,8.0
45667992,75.0,,
45685748567857,100.0,499.69,58.0
45826755958,100.0,544.8100000000001,40.0
46366536564574576346346546,100.0,620.63,192.0
47332585890115903727,75.0,,
4801,66.66666666666666,1649.04,70.0
48226746,87.5,1600.23,123.0
486259317,100.0,603.61,94.0
4RCH4NG3Ll,100.0,1311.0,173.0
4_5C12U13,100.0,1490.72,127.0
4hwei,66.66666666666666,1640.59,187.0
4i20swagyolo69,100.0,127.85,24.0
4mrtm,100.0,715.87,127.0
4n631,100.0,634.6899999999999,51.0
4nti-y0u,100.0,1513.8899999999999,116.0
4tiles,100.0,655.66,20.0
4u5ur0,100.0,,
51041,100.0,484.71999999999997,47.0
51134243,100.0,937.17,95.0
512356,100.0,4148.97,518.0
51564210333,100.0,528.59,81.0
519348245,100.0,239.64,71.0
51centcorn,83.33333333333334,2887.93,299.0
51jets,100.0,126.89,28.0
527788235,100.0,2698.1,245.0
53112195114,100.0,369.73,51.0
5343039,100.0,3649.1,204.0
535346456636,50.0,239.85,83.0
5400540054005400,100.0,1240.36,101.0
54263144,100.0,269.88,35.0
544183980,100.0,1556.42,133.0
544542132154524145,100.0,7.99,33.0
54546545,100.0,847.45,89.0
54678907652,50.0,690.49,71.0
548547248072804,100.0,745.47,74.0
54Strat,100.0,623.61,57.0
5512FAG365123BOi27,100.0,,
554076033,100.0,154.95000000000002,14.0
55411144321649875611,75.0,,
55432147,25.0,630.63,133.0
5554Grovesy,100.0,1064.42,91.0
558092,100.0,333.74,53.0
564743553uy5367,100.0,484.72999999999996,52.0
5678LetMeCyaBootyShake,33.33333333333333,817.41,100.0
58077979,100.0,211.77,40.0
58254410,100.0,1512.04,170.0
5856565456564,100.0,1008.46,104.0
58981044,100.0,513.59,92.0
5975,100.0,2937.25,241.0
5LuG,100.0,184.87,23.0
5mok3y,100.0,,
5p1d3r5,100.0,,
5spooky420me,100.0,196.88,24.0
5yearoldrexrex111,100.0,1303.1499999999999,122.0
60324133769,100.0,623.38,87.0
61241571,100.0,154.91,21.0
616333,100.0,22.979999999999997,77.0
618554,100.0,184.88,30.0
62245757454,100.0,,
62568973,100.0,,
6294421419,100.0,836.58,116.0
6367468774734664754,100.0,,
63718432421321321312,75.0,299.84,74.0
63Hayden,100.0,1307.61,150.0
6435677448,100.0,471.76,43.0
64512328,75.0,1958.9,131.0
64574574574744,100.0,179.85999999999999,36.0
64723864,0.0,2367.53,221.0
654986416581986168165,100.0,,
657475591245,100.0,1741.87,138.0
6592,100.0,3827.14,335.0
66083299,100.0,368.78000000000003,30.0
66655493948,100.0,,
66666669999999,0.0,1268.3,121.0
6667779,100.0,,
666_pl_Satan_pl_666,87.5,,
666slayerr666,100.0,1141.29,133.0
66839427,100.0,976.41,88.0
66d,100.0,781.28,78.0
6738497298564377854673421,100.0,992.28,128.0
678rtv45,100.0,194.85999999999999,35.0
67samjosh,50.0,583.56,59.0
69133709,100.0,300.79,34.0
692412341234,100.0,60.94,28.0
6935,100.0,1851.61,168.0
694201337694201337,100.0,174.88,51.0
696969696969699,100.0,726.5,38.0
69_420_bl41e_fgt,100.0,842.4599999999999,85.0
69bmw,50.0,245.85999999999999,34.0
69madman,100.0,111.89,18.0
6dighero,100.0,4075.44,337.0
6ex6ex6ex,100.0,815.45,82.0
6golf6,100.0,84.94,11.0
70spots,100.0,,
711armageddoncarmageddon,100.0,777.39,96.0
7122456,100.0,79.95,28.0
71251241,100.0,331.77,100.0
723943123,85.71428571428571,499.73,53.0
72947282842,100.0,34.98,2.0
735102120,100.0,14.99,9.0
737911,100.0,721.39,198.0
739567275,100.0,955.25,136.0
739749287981,100.0,154.35,38.0
740449400,100.0,324.82,28.0
748237482374284792,100.0,346.71999999999997,132.0
74987000,71.42857142857143,420.62,57.0
750805,0.0,8375.19,690.0
7515953,100.0,438.77,56.0
75791513,60.0,154.85,28.0
75k12,100.0,1198.37,99.0
76561197960288186,100.0,3769.68,254.0
76561197960324928,33.33333333333333,1236.35,78.0
76561197960425229,100.0,1376.23,94.0
76561197960438497,100.0,169.82,21.0
76561197960461312,50.0,1018.43,77.0
76561197960467275,100.0,2380.87,214.0
76561197960565429,100.0,,
76561197960608571,100.0,135.84,21.0
76561197960743001,100.0,74.9,17.0
76561197960788238,100.0,,
76561197960877501,0.0,,
76561197960909955,100.0,,
76561197960963309,100.0,,
76561197961051810,100.0,1806.6499999999999,170.0
76561197961124706,100.0,1464.08,111.0
76561197961205196,100.0,,
76561197961464265,100.0,608.61,74.0
76561197961718947,50.0,365.84999999999997,34.0
76561197961778802,100.0,,
76561197962025274,100.0,577.62,55.0
76561197962071692,100.0,,
76561197963085108,100.0,,
76561197963392788,100.0,476.72,40.0
76561197963397231,100.0,,
76561197963427169,100.0,,
76561197963436918,100.0,1376.11,114.0
76561197963455626,100.0,3690.68,276.0
76561197963459411,0.0,,
76561197963469414,33.33333333333333,2723.45,211.0
76561197963478502,100.0,521.63,59.0
76561197963587066,100.0,,
76561197963638240,100.0,2122.75,167.0
76561197963759246,0.0,500.75,32.0
76561197964316999,0.0,3588.91,251.0
76561197964317648,100.0,4438.68,434.0
76561197964402427,100.0,1156.3799999999999,121.0
76561197964753680,100.0,8563.41,766.0
76561197964772156,0.0,1213.26,118.0
76561197964876290,100.0,647.41,62.0
76561197965059579,100.0,747.5799999999999,63.0
76561197965144435,100.0,1406.11,101.0
76561197965205416,100.0,982.3100000000001,119.0
76561197965208032,100.0,3802.7799999999997,325.0
76561197965224231,100.0,357.71999999999997,43.0
76561197965263006,100.0,2952.13,218.0
76561197965557728,100.0,2911.18,213.0
76561197965640732,83.33333333333334,,
76561197965668941,100.0,151.89,62.0
76561197965916509,100.0,1881.86,143.0
76561197966079422,0.0,,
76561197966227291,100.0,3473.12,237.0
76561197966298550,100.0,4365.64,286.0
76561197966586458,100.0,997.56,69.0
76561197966587792,100.0,653.36,75.0
76561197966590415,100.0,1988.54,168.0
76561197966604253,0.0,4175.53,353.0
76561197966647905,0.0,1756.91,146.0
76561197966764681,100.0,3446.12,223.0
76561197966956978,50.0,5433.86,454.0
76561197966970006,100.0,,
76561197966979423,50.0,1620.09,111.0
76561197967118917,100.0,169.69,15.0
76561197967174031,100.0,3861.47,354.0
76561197967253452,100.0,465.71,39.0
76561197967370851,100.0,1204.29,118.0
76561197967405669,100.0,,
76561197967445425,100.0,870.34,76.0
76561197967609413,0.0,4165.14,331.0
76561197967664049,100.0,1351.1,95.0
76561197967708845,0.0,354.7,39.0
76561197967723333,25.0,2316.2799999999997,185.0
76561197967849744,100.0,2363.41,164.0
76561197968133716,100.0,,
76561197968167449,100.0,2301.2599999999998,225.0
76561197968205306,100.0,925.46,73.0
76561197968305777,100.0,1834.85,182.0
76561197968314652,100.0,5147.55,414.0
76561197968314999,100.0,,
76561197968496988,100.0,,
76561197968515654,0.0,434.72,57.0
76561197968625140,100.0,,
76561197968819806,100.0,856.33,75.0
76561197968887720,50.0,4697.12,347.0
76561197968933410,0.0,,
76561197969020980,100.0,2909.13,241.0
76561197969314107,75.0,2027.26,176.0
76561197969434273,100.0,1093.21,97.0
76561197969599867,0.0,3672.67,310.0
76561197969602007,100.0,,
76561197969663913,100.0,110.89999999999999,27.0
76561197969678792,100.0,457.65,58.0
76561197969727244,83.33333333333334,,
76561197969764991,0.0,,
76561197969800840,100.0,2310.19,183.0
76561197969812413,100.0,,
76561197969868617,100.0,966.5,87.0
76561197970097668,100.0,1909.94,120.0
76561197970148466,100.0,6242.59,570.0
76561197970317038,100.0,1526.96,104.0
76561197970329595,100.0,684.62,46.0
76561197970476149,100.0,,
76561197970512992,100.0,1298.35,86.0
76561197970519274,100.0,,
76561197970519408,0.0,,
76561197970523542,0.0,287.82,51.0
76561197970528598,100.0,711.54,68.0
76561197970532600,0.0,,
76561197970539254,100.0,,
76561197970542592,100.0,3245.97,273.0
76561197970551076,100.0,3482.7999999999997,273.0
76561197970561135,100.0,,
76561197970565267,50.0,2031.82,149.0
76561197970580235,100.0,19863.5,2070.0
76561197970600478,50.0,3103.7599999999998,270.0
76561197970643976,66.66666666666666,,
76561197970691715,100.0,,
76561197970723780,100.0,4582.12,490.0
76561197970724420,100.0,8870.31,688.0
76561197970725078,0.0,2954.36,193.0
76561197970767761,100.0,380.8,22.0
76561197970769295,0.0,,
76561197970809118,100.0,,
76561197970812298,100.0,1638.6699999999998,149.0
76561197970814132,100.0,,
76561197970849273,100.0,,
76561197970895200,100.0,680.6,58.0
76561197970931849,66.66666666666666,,
76561197970952528,100.0,,
76561197970972400,66.66666666666666,571.56,60.0
76561197970980141,75.0,,
76561197970980211,100.0,,
76561197970982479,100.0,3424.31,277.0
76561197970989261,100.0,,
76561197971050940,0.0,490.71999999999997,32.0
76561197971059162,100.0,1933.99,152.0
76561197971077817,100.0,1100.32,85.0
76561197971119511,100.0,13140.789999999999,1595.0
76561197971124277,0.0,,
76561197971285616,100.0,2392.91,302.0
76561197971327741,100.0,2916.15,220.0
76561197971330852,100.0,,
76561197971336570,100.0,713.64,70.0
76561197971366625,100.0,4014.83,387.0
76561197971402201,100.0,465.7,50.0
76561197971407276,100.0,,
76561197971440875,100.0,296.28,25.0
76561197971470597,100.0,884.55,61.0
76561197971532272,66.66666666666666,,
76561197971541516,100.0,1249.98,120.0
76561197971591275,100.0,1355.0,127.0
76561197971725163,100.0,1545.04,129.0
76561197971730470,100.0,,
76561197971744536,0.0,,
76561197971851704,100.0,3094.9,332.0
76561197971860091,33.33333333333333,,
76561197971917242,100.0,637.68,62.0
76561197971933349,100.0,831.4399999999999,79.0
76561197972017423,100.0,,
76561197972024039,100.0,,
76561197972059969,100.0,2407.42,186.0
76561197972180709,100.0,1604.1299999999999,131.0
76561197972209961,100.0,,
76561197972261430,100.0,3658.68,326.0
76561197972282027,50.0,1066.2,106.0
76561197972361546,100.0,1244.09,81.0
76561197972384083,100.0,2453.91,195.0
76561197972452208,100.0,1884.97,137.0
76561197972468339,100.0,1973.95,127.0
76561197972516748,100.0,1011.39,90.0
76561197972609650,0.0,2102.73,140.0
76561197972646182,50.0,2725.36,167.0
76561197972718483,50.0,1080.17,107.0
76561197972758795,100.0,152.86,28.0
76561197972797551,100.0,1498.1299999999999,116.0
76561197972911511,85.71428571428571,1195.29,105.0
76561197973196808,100.0,1110.22,100.0
76561197973290663,100.0,775.5799999999999,78.0
76561197973337386,100.0,,
76561197973688926,60.0,847.42,52.0
76561197973723668,100.0,1236.32,85.0
76561197973942939,100.0,2715.4,186.0
76561197974036386,66.66666666666666,1706.07,104.0
76561197974172778,100.0,,
76561197974288321,0.0,868.47,70.0
76561197974500703,90.0,3550.36,309.0
76561197974754753,100.0,360.8,27.0
76561197974804604,100.0,2768.36,266.0
76561197974875094,100.0,3089.08,297.0
76561197974963007,100.0,2227.48,167.0
76561197975058559,66.66666666666666,,
76561197975700338,100.0,455.68,111.0
76561197975867686,100.0,3855.04,312.0
76561197975869516,100.0,432.67,84.0
76561197975959500,100.0,695.47,67.0
76561197975973976,100.0,,
76561197976109742,0.0,,
76561197976163348,85.71428571428571,4061.17,355.0
76561197976177356,50.0,2181.75,160.0
76561197976250649,100.0,,
76561197976370569,100.0,2548.16,216.0
76561197976404001,100.0,2920.65,285.0
76561197976455887,0.0,3556.92,233.0
76561197976546912,66.66666666666666,1482.08,136.0
76561197976603911,50.0,1182.19,75.0
76561197976652491,100.0,963.26,47.0
76561197976684435,0.0,,
76561197976763710,100.0,,
76561197976922181,60.0,1019.4399999999999,68.0
76561197976933723,100.0,2128.12,188.0
76561197976939762,50.0,1648.04,109.0
76561197976984468,0.0,2668.41,196.0
76561197977001876,100.0,2698.23,213.0
76561197977051585,0.0,1078.24,111.0
76561197977246575,100.0,417.74,49.0
76561197977301184,100.0,1783.92,130.0
76561197977316974,100.0,1470.1799999999998,125.0
76561197977470391,100.0,380.68,39.0
76561197977507720,100.0,134.85,25.0
76561197977543317,0.0,2542.5699999999997,159.0
76561197977544920,100.0,9408.16,873.0
76561197977705860,100.0,2366.27,202.0
76561197977767929,100.0,3257.73,257.0
76561197977799906,100.0,695.56,63.0
76561197977922960,100.0,577.66,47.0
76561197977976937,100.0,,
76561197977981554,100.0,44.96,7.0
76561197978024377,80.0,4422.29,320.0
76561197978096694,0.0,564.71,45.0
76561197978409306,75.0,2113.7,178.0
76561197978421438,100.0,2938.13,197.0
76561197978628035,100.0,,
76561197978703788,100.0,,
76561197979007418,100.0,179.88,19.0
76561197979046612,85.71428571428571,2985.77,273.0
76561197979086508,50.0,2557.2799999999997,177.0
76561197979522870,0.0,,
76561197979552509,0.0,1155.43,119.0
76561197979731785,100.0,2427.5,157.0
76561197979745311,100.0,1169.36,79.0
76561197979796744,100.0,1616.77,131.0
76561197980184475,100.0,781.4799999999999,28.0
76561197980188639,100.0,634.67,63.0
76561197980311109,100.0,,
76561197980349491,100.0,2334.35,180.0
76561197980386478,100.0,2966.2,215.0
76561197980614542,100.0,1644.08,139.0
76561197980617560,100.0,1913.51,193.0
76561197980634828,0.0,,
76561197980641293,100.0,639.56,69.0
76561197980765740,100.0,,
76561197980811624,50.0,1306.04,115.0
76561197980834629,100.0,,
76561197980886661,83.33333333333334,1161.36,89.0
76561197981203305,20.0,15927.289999999999,1525.0
76561197981277493,100.0,1889.81,136.0
76561197981374310,100.0,2262.64,205.0
76561197981381850,100.0,240.81,33.0
76561197981425218,66.66666666666666,1419.21,109.0
76561197981448997,0.0,2562.5099999999998,147.0
76561197981571612,100.0,1451.26,82.0
76561197981780630,100.0,1678.1399999999999,119.0
76561197981957582,0.0,701.7,37.0
76561197981959164,100.0,,
76561197982079779,100.0,1287.31,100.0
76561197982124018,100.0,584.6899999999999,39.0
76561197982203533,100.0,1727.93,133.0
76561197982363029,0.0,1740.03,125.0
76561197982422966,100.0,287.65,25.0
76561197982437091,100.0,1078.32,88.0
76561197982474515,0.0,1167.31,126.0
76561197982587329,100.0,1376.22,127.0
76561197982587661,62.5,2522.62,186.0
76561197982665201,100.0,1505.45,155.0
76561197982685987,75.0,1356.99,128.0
76561197982720689,100.0,,
76561197983046427,100.0,,
